port;baudrate;duration_seconds;bytes;blocks;lines;valid_weight_lines;invalid_lines;serial_errors;max_gap_seconds;first_byte_at;last_byte_at
COM3;9600;120;4;1;0;0;0;0;0.0;2026-06-15 14:57:47.726;2026-06-15 14:57:47.727
