port;baudrate;duration_seconds;bytes;blocks;lines;valid_weight_lines;invalid_lines;serial_errors;max_gap_seconds;first_byte_at;last_byte_at
COM3;9600;120;278;28;16;15;1;0;1.6271711000008509;2026-06-15 15:18:40.899;2026-06-15 15:18:46.657
